citation_id,country_or_region,source_label,source_title,source_url,application_type,application_decision,decision_basis
[28],Italy,Italy - Perugia - Comune di Perugia / GESENU / waste-company guidance,--- Page 1 ---,https://www.gesenu.it/MC-API/Risorse/StreamRisorsa.ashx?guid=d8fcef3f-5545-4da8-af7a-ad2377785c31,Food-service ware / takeaway packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[28],Italy,Italy - Perugia - Comune di Perugia / GESENU / waste-company guidance,--- Page 1 ---,https://www.gesenu.it/MC-API/Risorse/StreamRisorsa.ashx?guid=d8fcef3f-5545-4da8-af7a-ad2377785c31,Flexible films/wraps/pouches,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[28],Italy,Italy - Perugia - Comune di Perugia / GESENU / waste-company guidance,--- Page 1 ---,https://www.gesenu.it/MC-API/Risorse/StreamRisorsa.ashx?guid=d8fcef3f-5545-4da8-af7a-ad2377785c31,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[29],Italy,Italy - Salerno - Salerno Pulita S.p.A. / waste-company guidance,Home,https://www.salernopulita.it/campagna-bioplastica-compostabile/,Food-service ware / takeaway packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[29],Italy,Italy - Salerno - Salerno Pulita S.p.A. / waste-company guidance,Home,https://www.salernopulita.it/campagna-bioplastica-compostabile/,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[30],Italy,Italy - Borgo Virgilio - Comune di Borgo Virgilio / municipal sorting rule,Raccolta Organico -Sacchetti Biodegradabili Compostabili,https://comune.borgovirgilio.mn.it/it/page/raccolta-organico-sacchetti-biodegradabili-compostabili,Food-service ware / takeaway packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[30],Italy,Italy - Borgo Virgilio - Comune di Borgo Virgilio / municipal sorting rule,Raccolta Organico -Sacchetti Biodegradabili Compostabili,https://comune.borgovirgilio.mn.it/it/page/raccolta-organico-sacchetti-biodegradabili-compostabili,Shopping/produce bags,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[30],Italy,Italy - Borgo Virgilio - Comune di Borgo Virgilio / municipal sorting rule,Raccolta Organico -Sacchetti Biodegradabili Compostabili,https://comune.borgovirgilio.mn.it/it/page/raccolta-organico-sacchetti-biodegradabili-compostabili,Flexible films/wraps/pouches,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[30],Italy,Italy - Borgo Virgilio - Comune di Borgo Virgilio / municipal sorting rule,Raccolta Organico -Sacchetti Biodegradabili Compostabili,https://comune.borgovirgilio.mn.it/it/page/raccolta-organico-sacchetti-biodegradabili-compostabili,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[31],Spain,Spain - Madrid - Ayuntamiento de Madrid / municipal FAQ,Volver,https://www.madrid.es/portales/munimadrid/es/Inicio/Medio-ambiente/Recogida-de-residuos/Preguntas-frecuentes-sobre-la-recogida-de-residuos-organicos/?vgnextchannel=f81379ed268fe410VgnVCM1000000b205a0aRCRD&vgnextfmt=default&vgnextoid=28f179e15d7ee510VgnVCM2000001f4a900aRCRD,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[31],Spain,Spain - Madrid - Ayuntamiento de Madrid / municipal FAQ,Volver,https://www.madrid.es/portales/munimadrid/es/Inicio/Medio-ambiente/Recogida-de-residuos/Preguntas-frecuentes-sobre-la-recogida-de-residuos-organicos/?vgnextchannel=f81379ed268fe410VgnVCM1000000b205a0aRCRD&vgnextfmt=default&vgnextoid=28f179e15d7ee510VgnVCM2000001f4a900aRCRD,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[34],Sweden,Sweden - Stockholm - Stockholm Vatten och Avfall / municipal sorting rules,Börjar matavfallspåsarna ta slut?,https://www.stockholmvattenochavfall.se/artiklar-listsida/avfall---sortering-och-atervinning/matavfallspasar/,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items."
[35],Finland,Finland - Helsinki region - HSY / regional public utility guidance,Biowaste,https://www.hsy.fi/en/waste-and-recycling/waste-guide/sorting/biowaste/,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[35],Finland,Finland - Helsinki region - HSY / regional public utility guidance,Biowaste,https://www.hsy.fi/en/waste-and-recycling/waste-guide/sorting/biowaste/,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[35],Finland,Finland - Helsinki region - HSY / regional public utility guidance,Biowaste,https://www.hsy.fi/en/waste-and-recycling/waste-guide/sorting/biowaste/,Food-soiled paper / fibre packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[35],Finland,Finland - Helsinki region - HSY / regional public utility guidance,Biowaste,https://www.hsy.fi/en/waste-and-recycling/waste-guide/sorting/biowaste/,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[36],United Kingdom,United Kingdom - UK-wide - WRAP / Recycle Now guidance,18 June 2025,https://www.wrap.ngo/resources/guide/considerations-compostable-plastic-packaging,Flexible films/wraps/pouches,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[36],United Kingdom,United Kingdom - UK-wide - WRAP / Recycle Now guidance,18 June 2025,https://www.wrap.ngo/resources/guide/considerations-compostable-plastic-packaging,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[37],United Kingdom,United Kingdom - London Borough of Camden - Camden Council / municipal sorting rule,Recycling your food waste,https://www.camden.gov.uk/recycling-your-food-waste,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[37],United Kingdom,United Kingdom - London Borough of Camden - Camden Council / municipal sorting rule,Recycling your food waste,https://www.camden.gov.uk/recycling-your-food-waste,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[37],United Kingdom,United Kingdom - London Borough of Camden - Camden Council / municipal sorting rule,Recycling your food waste,https://www.camden.gov.uk/recycling-your-food-waste,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[38],United Kingdom,United Kingdom - Manchester - Manchester City Council / municipal sorting rule,"Bins, rubbish and recycling",https://www.manchester.gov.uk/bins-rubbish-and-recycling/blue-bins-bags-and-containers/green-bins-containers-and-boxes,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[38],United Kingdom,United Kingdom - Manchester - Manchester City Council / municipal sorting rule,"Bins, rubbish and recycling",https://www.manchester.gov.uk/bins-rubbish-and-recycling/blue-bins-bags-and-containers/green-bins-containers-and-boxes,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[39],United Kingdom,United Kingdom - England - UK Government / national government guidance,Guidance,https://www.gov.uk/guidance/simpler-recycling-household-recycling-in-england,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items."
[39],United Kingdom,United Kingdom - England - UK Government / national government guidance,Guidance,https://www.gov.uk/guidance/simpler-recycling-household-recycling-in-england,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[39],United Kingdom,United Kingdom - England - UK Government / national government guidance,Guidance,https://www.gov.uk/guidance/simpler-recycling-household-recycling-in-england,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[40],United Kingdom,United Kingdom - East Sussex - East Sussex County Council / municipal sorting rule,Food waste collections,https://www.eastsussex.gov.uk/rubbish-recycling/food-waste-collections,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items."
[40],United Kingdom,United Kingdom - East Sussex - East Sussex County Council / municipal sorting rule,Food waste collections,https://www.eastsussex.gov.uk/rubbish-recycling/food-waste-collections,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[40],United Kingdom,United Kingdom - East Sussex - East Sussex County Council / municipal sorting rule,Food waste collections,https://www.eastsussex.gov.uk/rubbish-recycling/food-waste-collections,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[41],United Kingdom,United Kingdom - Cornwall - Cornwall Council / municipal sorting rule,Food waste,https://www.cornwall.gov.uk/rubbish-recycling-and-waste/recycling-and-rubbish-collections/how-to-use-your-new-food-waste-recycling-service/,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[41],United Kingdom,United Kingdom - Cornwall - Cornwall Council / municipal sorting rule,Food waste,https://www.cornwall.gov.uk/rubbish-recycling-and-waste/recycling-and-rubbish-collections/how-to-use-your-new-food-waste-recycling-service/,Food-service ware / takeaway packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[42],United Kingdom,United Kingdom - Portsmouth - Portsmouth City Council / municipal sorting rule,Food waste collection,https://www.portsmouth.gov.uk/services/recycling-and-rubbish/recycling/food-waste-collection-service/,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[42],United Kingdom,United Kingdom - Portsmouth - Portsmouth City Council / municipal sorting rule,Food waste collection,https://www.portsmouth.gov.uk/services/recycling-and-rubbish/recycling/food-waste-collection-service/,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[42],United Kingdom,United Kingdom - Portsmouth - Portsmouth City Council / municipal sorting rule,Food waste collection,https://www.portsmouth.gov.uk/services/recycling-and-rubbish/recycling/food-waste-collection-service/,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[43],United Kingdom,United Kingdom - Lichfield - Lichfield District Council / municipal sorting rule,All about the new food waste service,https://www.lichfielddc.gov.uk/food-waste-3/food-waste/5,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[44],Ireland,Ireland - National brown-bin guidance - MyWaste / official national guidance,The brown bin,https://mywaste.ie/dispose-waste/at-home/three-bin-system/brown-bin/,Food-waste liners / collection bags,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[44],Ireland,Ireland - National brown-bin guidance - MyWaste / official national guidance,The brown bin,https://mywaste.ie/dispose-waste/at-home/three-bin-system/brown-bin/,Tea/coffee preparation items,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[44],Ireland,Ireland - National brown-bin guidance - MyWaste / official national guidance,The brown bin,https://mywaste.ie/dispose-waste/at-home/three-bin-system/brown-bin/,Generic compostable packaging / plastics,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[45],Switzerland,Switzerland - Federal / local varies - FOEN/BAFU / federal guidance,Veröffentlicht am 24. März 2017,https://www.bafu.admin.ch/de/biokunststoff-alles-abbaubar,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[46],United States,"United States - San Francisco, California - Recology SF + SF Environment / waste company + ordinance",What Goes Where,https://www.recology.com/recology-san-francisco/what-goes-where/,Food-waste liners / collection bags,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[46],United States,"United States - San Francisco, California - Recology SF + SF Environment / waste company + ordinance",What Goes Where,https://www.recology.com/recology-san-francisco/what-goes-where/,Tea/coffee preparation items,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[46],United States,"United States - San Francisco, California - Recology SF + SF Environment / waste company + ordinance",What Goes Where,https://www.recology.com/recology-san-francisco/what-goes-where/,Food-soiled paper / fibre packaging,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[46],United States,"United States - San Francisco, California - Recology SF + SF Environment / waste company + ordinance",What Goes Where,https://www.recology.com/recology-san-francisco/what-goes-where/,Flexible films/wraps/pouches,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
